target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
Cc1ccccc1P1(->c2ccccc2C)O[C@H]2CCCc3ccc(-c4c5ccccc5cc5ccccc45)n(->c32)[Ir+]1,COc1ccc(-c2c(C(C)(C)C)cc(-c3<-n4c5c(c(C)c3)CC[C@H]5OP(C(C)(C)C)(->C(C)(C)C)[Ir+]4)cc2C(C)(C)C)cc1,COc1ccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3ccc(OC)cc3)<-P23O[C@H]2CCCc4ccc(-c5ccccc5)n(->c42)[Ir+]3)cc1,COc1c(C(C)(C)C)cc(-c2<-n3c4c(c(C)c2)CC[C@H]4OP(C(C)(C)C)(->C(C)(C)C)[Ir+]3)cc1C(C)(C)C,COc1ccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3ccc(OC)cc3)<-P23O[C@@H]2CCCc4ccc(-c5ccccc5)n(->c42)[Ir+]3)cc1,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2C2=N(->C(c3ccccc3)(c3ccccc3)CO2)[Ir+]1,0,-4.256714344024658,-0.06978220492601395,61
c1ccc(P2([Rh+]P3(c4ccccc4)->Cc4ccc5ccccc5c4-c4c(ccc5ccccc45)C3)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)cc1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CCN(CC)p1([Rh+]p2(N(CC)CC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,c1ccc(COp2([Rh+]p3(OCc4ccccc4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,C[C@@H]1[C@H]2OC(C)(C)O[C@@H]2[C@@H](C)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(c1ccccc1)->c1ccccc1,0,-3.9338858127593994,-0.046831972897052765,84
CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CCN(CC)p12->oc3c(P(c4ccccc4)c4ccccc4)cc4ccccc4c3c3c(o1)c(cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,c1ccc(P(c2ccccc2)c2cc3ccccc3c3c2op2(N4CCCCC4)->oc4c(cc5ccccc5c43)P(c3ccccc3)(->c3ccccc3)[Rh+]2)cc1,C[C@@H](C1=C(P2(C)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C(P2(c3ccccc3)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,2,-1.3617219924926758,-0.018156293779611588,75
C[C@H]1CC[C@H](C)<-P12[Rh+]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,C[C@H]1CC[C@H](C)<-P12[Rh+]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,CC(C)(C)<-P1(C)[Rh+]P(C)(->C(C)(C)C)c2nc3ccccc3nc21,CC(C)(C)P12->[C@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,1,-0.14250770211219788,-0.002740532625466585,52
C[C@@H](C1=C([P@]2(C)->CP(C(C)(C)C)(->C(C)(C)C)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C([PH]2(=O)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C([P@]2(C)->CP(C(C)(C)C)(->C(C)(C)C)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C([PH]2(=O)->c3ccccc3P(c3ccccc3)(->c3ccccc3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2C2=N(->C(c3ccccc3)(c3ccccc3)CO2)[Ir+]1,2,-1.232499361038208,-0.017118046060204506,72
CC(C)(C)[C@@H]1<-N2=C(c3ccccc3P(c3ccccc3)(->c3ccccc3)[Ir+]2)N(c2ccc(C(F)(F)F)cc2)C1,CC1(C)Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@H](C(C)(C)OC(=O)c3ccccc3)CO2)[Ir+]1,0,-6.660510540008545,-0.09652914106845856,69
CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,c1ccc2c3c(ccc2c1)CP([Rh+]P1(N2CCC2)->Cc2ccc4ccccc4c2-c2c(ccc4ccccc24)C1)(N1CCC1)->Cc1ccc2ccccc2c1-3,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,1,-1.925697684288025,-0.025675969198346138,75
CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,c1ccc2c3c(ccc2c1)CP([Rh+]P1(N2CCC2)->Cc2ccc4ccccc4c2-c2c(ccc4ccccc24)C1)(N1CCC1)->Cc1ccc2ccccc2c1-3,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,2,-3.4747025966644287,-0.04632936790585518,75
C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)N1C,c1ccc(P(c2ccccc2)c2cc3ccccc3c3c2op2(N4CCCCC4)->oc4c(cc5ccccc5c43)P(c3ccccc3)(->c3ccccc3)[Rh+]2)cc1,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CC(C)N1[C@H](C)C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P1(c1ccccc1)->c1ccccc1,C[C@@H]1C2=C(C=C[C@@H]2[Fe]C2C=CC=C2)P(c2ccccc2)(->c2ccccc2)[Rh+]P(c2ccccc2)(->c2ccccc2)N1Cc1ccccc1,0,-4.308681964874268,-0.056693185120821,76
COc1ccc(P2(->c3ccc(OC)cc3)[Ru+2]P(c3ccc(OC)cc3)(c3ccc(OC)cc3)->c3cccc4c3C3(c5ccccc5-c5cccc2c53)c2ccccc2-4)cc1,CC(C)[C@@H]1<-N2=C(OC1)c1cccc3c1[C@]1(CC3)CCc3cccc(c31)P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)(->c1cc(C(C)(C)C)cc(C(C)(C)C)c1)[Ir+]2,COc1cc2c(c(OC)n1)-c1c(P(c3cc(C)cc(C)c3)c3cc(C)cc(C)c3)cc(OC)n(->c1OC)[Ru+]P2(c1cc(C)cc(C)c1)->c1cc(C)cc(C)c1,O=C([O-])c1cccc2c1[C@]1(CC2)CCc2cccc(P([Ir+]P(c3ccccc3)(c3cccc4c3[C@@]3(CCc5cccc(C(=O)[O-])c53)CC4)->c3ccccc3)(c3ccccc3)->c3ccccc3)c21,CC(C)(C)c1cc(C2=N3->[C@H](CO2)c2ccccc2-c2ccccc2P(c2ccccc2)(->c2ccccc2)[Ir+]3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)cc(P2(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->CCO3)[Ir+]2)CC4)c1,0,-4.0397725105285645,-0.046974100172519684,86
Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CN2c2ccccc2)[Ir+]1,Cc1ccccc1N1C[C@H](C(C)(C)C)N2->C1c1ccccc1P(C1CCCCC1)(->C1CCCCC1)[Ir+]=2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CN2c2ccccc2)[Ir+]1,C[C@@H]1OC(c2ccccc2)=N2->C1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CN2Cc2ccccc2)[Ir+]1,C[C@@H]1OC(c2ccccc2)=N2->C1C(Cc1ccccc1)(Cc1ccccc1)OP(C1CCCCC1)(->C1CCCCC1)[Ir+]2,2,-1.422386884689331,-0.023706447333097458,60
C[C@@H]1Oc2cccc3c2-c2c(cccc2P(c2ccccc2)(->c2ccccc2)[Ru+2]P3(c2ccccc2)->c2ccccc2)O[C@@H]1C,C[C@@H]1Oc2cccc3c2-c2c(cccc2P(c2ccccc2)(->c2ccccc2)[Ru+2]P3(c2ccccc2)->c2ccccc2)O[C@@H]1C,CC(C)(C)COp1([Rh+]p2(OCC(C)(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,C[C@@H]1C[C@@H](C)Oc2cccc3c2-c2c(cccc2P(c2ccccc2)(->c2ccccc2)[Ru+2]P3(c2ccccc2)->c2ccccc2)O1,C[C@@H]1CC[C@@H](C)Oc2cccc3c2-c2c(cccc2P(c2ccccc2)(->c2ccccc2)[Ru+2]P3(c2ccccc2)->c2ccccc2)O1,C[C@@H]1C[C@@H](C)Oc2cccc3c2-c2c(cccc2P(c2ccccc2)(->c2ccccc2)[Ru+2]P3(c2ccccc2)->c2ccccc2)O[C@@H]1C,1,-1.7458170652389526,-0.023915302008390427,73
C[C@@H](Np1([Rh+]p2(N[C@H](C)c3ccccc3)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)c1ccccc1,C[C@@H]1Oc2cccc3c2-c2c(cccc2P(c2ccccc2)(->c2ccccc2)[Ru+2]P3(c2ccccc2)->c2ccccc2)O[C@@H]1C,CC(C)(C)p1([Rh+]p2(C(C)(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CCC(CC)Op1([Rh+]p2(OC(CC)CC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,c1ccc(COp2([Rh+]p3(OCc4ccccc4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,CC(C)(C)COp1([Rh+]p2(OCC(C)(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,0,-3.122897148132324,-0.03322231024503708,94
CC(C)(C)P12->[C@H](c3ccc4ccccc4c3-c3c(ccc4ccccc34)C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccc4ccccc4c3-c3c1ccc1ccccc31)[Ni+2]2,c1ccc([C@@H]2CC[C@@H](c3ccccc3)<-P23CCP2(->[C@H](c4ccccc4)CC[C@H]2c2ccccc2)[Ni+2]3)cc1,c1ccc(P2(->c3ccccc3)[Ni+2]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Ni+2]2,c1ccc(P2(->c3ccccc3)[Ni+2]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCO2)OCO4)cc1,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Ni+2]2,0,-0.08908814191818237,-0.0009789905743673444,91
c1ccc(P2(c3ccccc3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->CCO3)[Ir+]2)CC4)cc1,Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->CCO3)[Ir+]2)CC4)c1,Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->[C@@H](Cc5ccccc5)CO3)[Ir+]2)CC4)c1,C[C@@H](C1=C([P@]2(C)->CP(C(C)(C)C)(->C(C)(C)C)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C([PH]2(=O)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->cCO3)[Ir+]2)CC4)c1,0,-10.3225736618042,-0.16922251880168915,61
CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC[C@@H]1CC[C@@H](CC)<-P12[Rh+]P1(->[C@H](CC)CC[C@H]1CC)c1ccccc12,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3cccc4c3-c3c(cccc32)OCCCO4)cc1,C[C@@H]1CC[C@@H](C)<-P12[Rh+]P1(->[C@H](C)CC[C@H]1C)c1ccccc12,CC(C)(C)<-P1(C)[Rh+]P(C)(->C(C)(C)C)c2nc3ccccc3nc21,1,-0.5740540027618408,-0.011039500124752522,52
C1=C2C3=N(->[C@@H](c4ccccc4)CO3)[Ir+]P(c3ccccc3)(->c3ccccc3)C3=CCC[C@]23CC1,CC(C)(C)[C@@H]1<-N2=C(OC1)C1=CCC[C@@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,C1=C2C3=N(->[C@@H](Cc4ccccc4)CO3)[Ir+]P(c3ccccc3)(->c3ccccc3)C3=CCC[C@]23CC1,CC(C)C[C@@H]1<-N2=C(OC1)C1=CCC[C@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,CC(C)(C)[C@@H]1<-N2=C(OC1)c1ccccc1P(c1ccccc1)(->c1ccccc1)[Ir+]2,CC(C)[C@@H]1<-N2=C(OC1)C1=CCC[C@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,0,-3.9891276359558105,-0.0653955340385437,61
CC(C)(C)P12->[C@H](c3ccc4ccccc4c3-c3c(ccc4ccccc34)C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccc4ccccc4c3-c3c1ccc1ccccc31)[Ni+2]2,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Ni+2]P1(C1CCCCC1)->C1CCCCC1,c1ccc([C@@H]2CC[C@@H](c3ccccc3)<-P23CCP2(->[C@H](c4ccccc4)CC[C@H]2c2ccccc2)[Ni+2]3)cc1,c1ccc(P2(->c3ccccc3)[Ni+2]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,c1ccc(P2(->c3ccccc3)[Ni+2]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCO2)OCO4)cc1,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Ni+2]2,0,-0.29978740215301514,-0.0032943671103566885,91
C1=CC([Fe][C@@H]2C=CC3=C2P(c2ccccc2)(->c2ccccc2)[Ir+]N2->[C@H](c4ccccc4)[C@@H](c4ccccc4)NC=23)C=C1,CC1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C(C)(C)C)->C(C)(C)C,Cc1ccccc1P1(->c2ccccc2C)[Ir+]N2->[C@H](c3ccccc3)[C@@H](c3ccccc3)NC=2C2=C1[C@H]([Fe]C1C=CC=C1)C=C2,c1ccc([C@@H]2<-N3=C(OC2)[C@H]2[C@@H]4CC[C@@H](C4)N2P(c2ccccc2)(->c2ccccc2)[Ir+]3)cc1,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(C1CCCCC1)(->C1CCCCC1)[Ir+]2,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,0,-5.433778762817383,-0.07149709016084671,76
COc1ccccc1N1[C@H](c2ccccc2)c2<-n(nn(-c3ccccc3)c2)[Ir+]P1(c1ccccc1)->c1ccccc1,COc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(OC)cc4c2c1)OC[C@H]1CCCc2sc(-c4ccccc4)n(->c21)[Ir+]3,CC(C)(C)c1<-n2c(sc1)[C@H]1[C@@H]3CC[C@@H](C3)N1P(c1ccccc1)(->c1ccccc1)[Ir+]2,CC(C)(C)c1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C(C)(C)C)cc4c2c1)OC[C@H]1CCCc2sc(-c4ccccc4)n(->c21)[Ir+]3,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@H](C)c1cccc(C)<-n1[Ir+]3,COc1ccccc1N1[C@H](c2ccccc2)c2<-n(nn(-c3ccccc3)c2)[Ir+]P1(C(C)C)->C(C)C,0,-3.6252617835998535,-0.05847196280956268,62
Cc1ccccc1P1(->c2ccccc2C)C[C@@H]2CCCN2c2sc3ccccc3<-n2[Ir+]1,C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC1(C)OP2(->N(S(=O)(=O)c3ccc4ccccc4c3)[C@@H]3CCCC[C@H]3N2S(=O)(=O)c2ccc3ccccc3c2)[Ir+]N2->[C@@H](C(C)(C)C)COC=21,CC1(C)O[C@H]2[C@@H](O1)C(c1ccccc1)(c1ccccc1)OP1(->OC2(c2ccccc2)c2ccccc2)OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2c2scc(-c3ccccc3)<-n2[Ir+]1,0,-7.509079933166504,-0.15324652194976807,49
CC(C)c1cccc(N2C=CN3<-[C]2[Ir+]N2->[C@H](CC3)COC=2SC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)c1,CC1(C)OP(C(C)(C)C)(->C(C)(C)C)[Ir+]N2->[C@@H](C(C)(C)C)COC=21,CC(C)(C)P1(->C(C)(C)C)O[C@H]2CCc3ccc(-c4ccccc4)n(->c32)[Ir+]1,CC1(C)OP(C2CCCCC2)(->C2CCCCC2)[Ir+]N2->[C@@H](C(C)(C)C)CN(c3ccccc3)C=21,Cc1ccccc1P1(->c2ccccc2C)OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Cc1ccccc1P1(->c2ccccc2C)O[C@H]2CCCc3ccc(-c4ccccc4)n(->c32)[Ir+]1,0,-0.3667331039905548,-0.004889774601906538,75
c1ccc([C@@H]2CC[C@@H](c3ccccc3)N2P2([Rh+]P3(N4[C@H](c5ccccc5)CC[C@H]4c4ccccc4)->Oc4ccccc4O3)->Oc3ccccc3O2)cc1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,c1ccc([C@@H]2CC[C@@H](c3ccccc3)N2P2([Rh+]P3(N4[C@H](c5ccccc5)CC[C@H]4c4ccccc4)->Oc4ccccc4O3)->Oc3ccccc3O2)cc1,Cc1cc2ccccc2c2c1op([Rh+]p1(N(C)C)->oc3c(C)cc4ccccc4c3c3c(o1)c(C)cc1ccccc13)(N(C)C)->oc1c(C)cc3ccccc3c12,CC(C)(C)P1([Rh+]P2(C(C)(C)C)->Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)->Cc2ccc3ccccc3c2-c2c(ccc3ccccc23)C1,3,-4.105007171630859,-0.046123676002025604,89
Cc1ccc(S(=O)(=O)[N-]([Ru+][N-](->[C@H](c2ccccc2)[C@H](N)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)->[C@H](c2ccccc2)[C@H](N)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)<-[N-]2[Ru+2]N(C)->[C@H](c3ccccc3)[C@H]2c2ccccc2)cc1,CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Pd+2]2,CN1->[C@@H](c2ccccc2)[C@H](c2ccccc2)[N-](->S(C)(=O)=O)[Ru+2]1,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCCO2)OCCO4)cc1,0,-2.910111427307129,-0.02939506433904171,99
CC(C)[C@@H]1<-N2=C(OC1)C(C)(C)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@@H](C)c1cccc(C)<-n1[Ir+]3,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@@H](C)c1<-n(cccc1)[Ir+]3,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@H](C)c1cccc(C)<-n1[Ir+]3,C[C@@H]1Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]n2->c1cccc2,0,-7.916027545928955,-0.1615515798330307,49
CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,C[C@H]1CC[C@H](C)<-P12[Rh+]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CC[C@H]1CC[C@H](CC)<-P12[Rh+]P1(->[C@@H](CC)CC[C@@H]1CC)c1ccccc12,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)P12->[C@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,1,-0.37919315695762634,-0.006894420832395554,55
C[Si](C)(C)c1cc2ccccc2c2c1op1(->oc3c([Si](C)(C)C)cc4ccccc4c32)O[C@@H](c2ccccc2)C2=N(->[C@H](c3ccccc3)CO2)[Ir+]1,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCCO2)OCCO4)cc1,COc1ccccc1P1(->c2ccccc2)CCOp2(->oc3c(C(C)(C)C)cc(C)c(C)c3c3c(C)c(C)cc(C(C)(C)C)c3o2)[Rh+]1,C[C@@H]1Op2(->oc3c([Si](C)(C)C)cc4ccccc4c3c3c(o2)c([Si](C)(C)C)cc2ccccc23)[Ir+]N2->[C@@H](c3ccccc3)COC=21,C[C@@H]1Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Rh+]P1(c1ccccc1)->c1ccccc1,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)OCCP(c1ccccc1)(->c1ccccc1)[Rh+]3,0,-3.6920406818389893,-0.04195500910282135,88
