target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C[C@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(Cl)cc1,1,-0.32029610872268677,-0.0168576892465353,19
Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccc(Br)cc2)cc1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccc(Br)cc2)cc1,Cc1ccc(S(=O)(=O)C[C@H](C)c2ccc(Br)cc2)cc1,Cc1ccc([C@H](C)CS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc([C@H](C)CS(=O)(=O)c2ccc(Br)cc2)cc1,Cc1ccc([C@@H](C)CS(=O)(=O)c2ccc(C)cc2)cc1,1,-0.008482826873660088,-0.00023563408467452973,36
CC(=O)N[C@H](C)c1ccc(Br)cc1,CC(=O)N[C@H](C)c1ccc(Br)cc1,CC(=O)N[C@@H](C)c1ccc(Br)cc1,CC(=O)N[C@H](C)/c1ccc(Br)cc1,CC(=O)N[C@H](C)c1ccc(Na)cc1,CC(=O)N[CH](C)c1ccc(Br)cc1,1,-0.029691562056541443,-0.0012371484190225601,24
COC(=O)[C@@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](C//C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](//C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[CC@@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,1,-0.0026216688565909863,-7.71079066907987e-05,34
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,C[C[C@H](Cc1ccccc1)c1ccccc1,C[C(@H](Cc1ccccc1)c1ccccc1,1,-0.025433504953980446,-0.0011560684069991112,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CH](Cc1ccccc1)NC(C)=O,COC(=O)[C/c1ccccc1)NC(C)=O,1,-0.04451409727334976,-0.001712080673314631,26
C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[CC@H](c1ccccc1)c1ccccc1C(=O)O,C[C=C(c1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,1,-0.13793925940990448,-0.00510886125266552,27
COc1ccc(C2=C[C@H](NC(C)=O)CCC2)cc1,COc1ccc([C@@H]2CCCNC(C)=O)cc1,COc1ccc([C@@H]2CCC[C@@H](NC(C)=O)cc1,COc1ccc([C@@H]2CCC[C@@H]2NC(C)=O)cc1,COc1ccc([C@H]2CCCNC(C)=O)cc1,COc1ccc([C@H]2CCC[C@H]2NC(C)=O)cc1,0,-5.087644577026367,-0.1695881485939026,30
COc1cc(C[C@@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[C@@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[C@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[CC@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[CC@@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[C/C](C)NC(C)=O)cc(OC)c1,1,-0.3641578257083893,-0.013005636632442474,28
COC(=O)C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[C@H](NC(C)=O)c1ccccc1,COC(=O)C[COCC[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[COCC[C@H](NC(C)=O)c1ccccc1,COC(=O)C[C[C@@H](NC(C)=O)c1ccccc1,1,-0.5700986981391907,-0.021114766597747803,27
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,1,-0.08272641152143478,-0.0043540215119719505,19
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C=C([C@@H](C)c1ccc(OC)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[C[C@H](C)c1ccc(OC)cc1,1,-0.4272427558898926,-0.022486461326479912,19
COc1ccc2c(c1)CCC[C@@H]2C,COc1ccc2c(c1)CCC[C@@H]2C,COc1ccc2c(c1)CCC[C@H]2C,COc1ccc2c(c1)CCC[C#H]2C,coc1ccc2c(c1)CCC[C@@H]2C,COc1ccc2c(c1)CCC[CH]2C,1,-0.1567400097846985,-0.007124545983970165,22
C[C@H](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[C@H](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[C@@H](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[CH](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[COBC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,1,-0.05844150111079216,-0.001498500001616776,39
CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,CC(=O)N[C[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[CC@@H](Cc1ccccc1)C(=O)O,CC(=O)N[Ccc@@H](Cc1ccccc1)C(=O)O,1,-0.07881771773099899,-0.0029191747307777405,27
O=C1N[C@H](c2ccccc2)CO1,O=C1N[C@H](c2ccccc2)CO1,O=C1N[C@@H](c2ccccc2)CO1,O=C1N[C@H](c2ccccc2)co1,O=C1N[C@@H](c2ccccc2)co1,O=C1N[C@H](C2ccccc2)CO1,1,-0.3787630498409271,-0.018036335706710815,21
COC(=O)[C@@H](Cc1ccc(C)o1)NC=O,COC(=O)[C@@H](Cc1ccc(C)o1)NC=O,COC(=O)[C@H](Cc1ccc(C)o1)NC=O,COC(=O)[C@@H](Cc1ccc(C)co1)NC=O,COC(=O)[C@@H](Cc1ccc(C)oc1)NC=O,COC(=O)[C@@H](Cc1ccc(C)cn1)NC=O,1,-0.028043046593666077,-0.0010785787599161267,26
CCOC(=O)C[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C@@H]1CCCCC1C(=O)OC,CCOC(=O)C[CO[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[CC@H]1CCCCC1C(=O)OC,1,-0.11696787178516388,-0.004498764406889677,26
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C/C=C/c1ccccc1)NC(C)=O,1,-0.015817176550626755,-0.0006083529442548752,26
CCCCC[C@@H]1CCc2[nH]ccc2C1,CCCCC[C@@H]1CCc2[nH]ccc2C1,CCCCC[C@H]1CCc2[nH]ccc2C1,CCCCC[C@@H]1CCC2[nH]ccc2C1,CCCCC[C@@H]1CCc2[nH])ccc2C1,CCCCC[C@@H]1Cc2[nH]ccc2C1,1,-0.03522014990448952,-0.0015313108451664448,23
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COB@H](Cc1ccccc1)NC(C)=O,1,-0.018572360277175903,-0.0007143215625546873,26
O=C1C[C@H](c2ccccc2)CCCN1,O=C1C[C@H](c2ccccc2)CCCN1,O=C1C[C@@H](c2ccccc2)CCCN1,O=C1C[CC@H](c2ccccc2)CCCN1,O=C1C[C@H](c2ccccc2)CCcn1,O=C1C[C=C(c2ccccc2)CCCN1,1,-0.12212352454662323,-0.005551069509238005,22
Cc1ccc([C@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C@@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C@H](C)P(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C@H](C)B(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C@H](C)NC(=O)(c2ccccc2)c2ccccc2)cc1,1,-0.0919080525636673,-0.0026259443257004023,35
CC[C@H](CC(C)=O)c1ccccc1,CC[C@@H](CC(C)=O)c1ccccc1,CC[C@H](CC(C)=O)c1ccccc1,CC[C[C@@H](CC(C)=O)c1ccccc1,CC[CC@@H](CC(C)=O)c1ccccc1,CC[C]@@H](CC(C)=O)c1ccccc1,2,-1.32516348361969,-0.06310302019119263,21
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C=C(c1ccccc1)[C@H](C)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,1,-0.1407320648431778,-0.006396912038326263,22
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[Cc1ccccc1.CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[Cc1ccccc1.CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C[C@H](C)c1ccccc1,2,-1.8016849756240845,-0.08579452335834503,21
COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C[C@@H](C)C(=O)O,COC(=O)C[C[C@H](C)C(=O)O,COC(=O)C[CC@@H](C)C(=O)O,1,-0.4891260266304016,-0.02223300188779831,22
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[CC@H](C)NC(C)=O,COC(=O)(C[C@H](C)NC(C)=O,COC(=O)C[C#H](C)NC(C)=O,1,-0.04672715440392494,-0.0021239614579826593,22
CC(=O)N[C@@H](CS(C)(=O)=O)c1ccccc1,CC(=O)N[C@@H](CS(C)(=O)=O)c1ccccc1,CC(=O)N[C@H](CS(C)(=O)=O)c1ccccc1,CC(=O)N[CCS(C)(=O)=O)c1ccccc1,CC=O)N[C@@H](CS(C)(=O)=O)c1ccccc1,CC(=O)N[C#H](CS(C)(=O)=O)c1ccccc1,1,-0.31216150522232056,-0.01076418999582529,29
CC(=O)N[C@H](C[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[C@H](C[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[C@@H](C[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[CC@H](C[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[COB@H](C[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[C@H](C[S+](=O)[O-])c1cccc(C)c1,1,-0.02380458265542984,-0.0007213510107249022,33
O=C1C[C@H](c2ccccc2F)C(=O)O1,O=C1C[C@H](c2ccccc2F)C(=O)O1,O=C1C[C@@H](c2ccccc2F)C(=O)O1,O=C1C[C\C[C@H](c2ccccc2F)C(=O)O1,O=C1C[C/C[C@H](c2ccccc2F)C(=O)O1,O=C1C[C[C@H](c2ccccc2F)C(=O)O1,1,-0.026076002046465874,-0.0009657778427936137,27
COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,COC(=O)C[C]@H](C)C(=O)OC,COC(=O)C[CH](C)C(=O)OC,1,-0.013874512165784836,-0.0006306596333160996,22
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,1,-0.13216689229011536,-0.006956152152270079,19
COC(=O)C[C@@H](C#N)c1ccccc1,COC(=O)C[C@H](C#N)c1ccccc1,COC(=O)C[C@@H](C#N)c1ccccc1,COC(=O)C[CC@H](C#N)c1ccccc1,COC(=O)C[C@H](C#N])c1ccccc1,COC(=O)C[C]C#N)c1ccccc1,2,-0.9558666944503784,-0.039827778935432434,24
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C[C@@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,1,-0.10774949193000793,-0.005130928009748459,21
CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,CC(=O)N[C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[CC@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C[C@@H](Cc1ccccc1)C(=O)O,1,-0.015159045346081257,-0.0005614461260847747,27
CCOC(=O)[C@H]1CCC[C@H]1NC(C)=O,CCOC(=O)[C@H]1CCC[C@H]1NC(C)=O,CCOC(=O)[C@@H]1CCC[C@@H]1NC(C)=O,CCOC(=O)[C@H]1CCC[C@@H]1NC(C)=O,CCOC(=O)[C[C@H]1CCC[C@H]1NC(C)=O,CCOC(=O)[C@@H]1CCC[C@H]1NC(C)=O,1,-0.029191508889198303,-0.00104255392216146,28
CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[CO[C@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,CC[C[C@H](C)c1ccccc1,2,-0.7031508684158325,-0.04394692927598953,16
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[CC@@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CH](C)C(=O)OC,1,-0.05319726839661598,-0.0024180577602237463,22
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,COC(=O)C[C@@H](C)c1ccccc1,COC(=O)C[C@H](C)c1ccccc1,CC[C@@H](C)c1ccc(OC)cc1,1,-0.603215217590332,-0.026226747781038284,23
CC(=O)N[C@H](C)c1ccc(Cl)cc1,CC(=O)N[C@H](C)c1ccc(Cl)cc1,CC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C@H](C)/c1ccc(Cl)cc1,CC(=O)N[CC@H](C)c1ccc(Cl)cc1,CC(=O)N[C@H](F)c1ccc(Cl)cc1,1,-0.051437776535749435,-0.0021432407665997744,24
COC(=O)[C@@H](Cc1cccc(Br)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(Br)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(Br)c1)NC(C)=O,COC(=O)[CC@@H](Cc1cccc(Br)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(B)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(Na)c1)NC(C)=O,1,-0.00900057889521122,-0.0003103647904936224,29
OC[C@@H]1COc2ccccc2C1,OC[C@@H]1COc2ccccc2C1,OC[C@H]1COc2ccccc2C1,OC[S[C@@H]1COc2ccccc2C1,OC[CC@@H]1COc2ccccc2C1,OC[C@@H]1COc2ccccc2C1.OC1,1,-0.06034253165125847,-0.003352362895384431,18
COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@H](NC(C)=O)[C@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1nn(C(=O)OC(C)(C)C)c2ncccc12,1,-0.041685521602630615,-0.0007865192601457238,53
COC(=O)[C@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[CC@H](Cc1cccc(F)c1)NC(C)=O,COC(/=O)[C@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(Cl)c1)NC(C)=O,1,-0.0021133734844624996,-7.287495100172237e-05,29
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[Ccc@@H](C)c1ccc(OC)cc1,1,-0.11519473791122437,-0.006062881089746952,19
CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,CC(=O)N[CH]1CCCc2ccccc21,CC(=O)N[C]1CCCc2ccccc21,CC(=O)N[C/C=C\c2ccccc21,1,-0.030789345502853394,-0.00139951566234231,22
O=C1C[C@H](c2ccccc2)C(=O)O1,O=C1C[C@H](c2ccccc2)C(=O)O1,O=C1C[C@@H](c2ccccc2)C(=O)O1,O=C1C[C[C@H](c2ccccc2)C(=O)O1,O=C1C[CC@H](c2ccccc2)C(=O)O1,O=C1C[C=C(c2ccccc2)C(=O)O1,1,-0.06703393906354904,-0.0025782284792512655,26
C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C[C@@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[CC@@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,2,-1.1084952354431152,-0.03167129307985306,35
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,COc1ccccc1[C@H](C)NC(C)=O,CC(=O)N[C@@H](C)/c1ccccc1,1,-0.10946047306060791,-0.005212403368204832,21
COP(=O)(C[C@H](OC(=O)c1ccccc1)C(C)C)OC,CCCC[C@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,CCCC[C@@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,CC1[C@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,CC1[C@@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,CC=[C@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,0,-149.8050537109375,-4.539546966552734,33
CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@@H](NC(C)=O)c1ccccc1,CCC[CO@H](NC(C)=O)c1ccccc1,CCC[COBH](NC(C)=O)c1ccccc1,CCC[C#H](NC(C)=O)c1ccccc1,1,-0.5322902202606201,-0.024195009842514992,22
CC[C@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[CO[C@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,CC[C\[C@H](C)c1ccccc1,1,-0.22593991458415985,-0.01412124466150999,16
C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@H](C[N+](=O)[O-])c1ccccc1,C[CC@@H](C[N+](=O)[O-])c1ccccc1,C[C[C@@H](C[N+](=O)[O-])c1ccccc1,C[CC@H](C[N+](=O)[O-])c1ccccc1,1,-0.03519398346543312,-0.0014077593805268407,25
COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,COC(=O)[C[C@H](C)NC(C)=O,1,-0.28607600927352905,-0.014303800649940968,20
C[C@H]1CCc2ccccc2C1,C[C@@H]1CCc2ccccc2C1,C[C@H]1CCc2ccccc2C1,C[C@@H]1COc2ccccc2C1,C[C@H]1COc2ccccc2C1,C[C/C1=CCc2ccccc2C1,2,-0.9544485807418823,-0.05302492156624794,18
CC(=O)N[C@H](C)c1ccc(F)cc1,CC(=O)N[C@H](C)c1ccc(F)cc1,CC(=O)N[C@@H](C)c1ccc(F)cc1,CC(=O)N[C@H](C)/c1ccc(F)cc1,CC(=O)N[C@H](F)c1ccc(F)cc1,CC(=O)N[CC@H](C)c1ccc(F)cc1,1,-0.038530848920345306,-0.001605452038347721,24
CCc1cccc(C)c1N[C@@H](C)COC,CCc1cccc(C)c1N[C@@H](C)COC,CCc1cccc(C)c1N[C@H](C)COC,CCc1cccc(C)c1N[C]@@H](C)COC,CCc1cccc(C)c1N[C@](C)COC,CCc1cccc(C)c1N[CC@@H](C)COC,1,-0.6850016713142395,-0.031136440113186836,22
CC(=O)N[C@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C@@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(-c2ccccc2)CCC1,CC(=O)N[C=C1C=C(c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(/c2ccccc2)CCC1,1,-0.040398791432380676,-0.0014428140129894018,28
CCOC(=O)C[C@H](C)c1ccc(OC)cc1,CCOC(=O)C[C@@H](C)c1ccc(OC)cc1,CCOC(=O)C[C@H](C)c1ccc(OC)cc1,CCOC(=O)C[CH](C)c1ccc(OC)cc1,CCOC(=O)C[C]C)c1ccc(OC)cc1,CCOC(=O)C[C\C)c1ccc(OC)cc1,2,-0.7092045545578003,-0.02727709896862507,26
COC(=O)[C@H](C)[C@@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@H](C)[C@@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@H](C)[C@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@@H](C)[C@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@H](C)[C@@H](c1cccc(Clc2ccccc2)c1)C1CC1,COC(=O)[C@@H](C)[C@@H](c1cccc(OCc2ccccc2)c1)C1CC1,1,-0.011789286509156227,-0.0003102443879470229,38
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,C[C@@H](Cc1ccc(OC)cc1)C(C)CC,C[C@H](Cc1ccc(OC)cc1)C(C)CC,C[C@@H](Cc1ccc(OC)cc1)C(C)C,1,-0.287924587726593,-0.015153925865888596,19
CCOC(=O)[C@H](OC(C)=O)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](OC(C)=O)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](OC(C)=O)[C@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@@H](OC(C)=O)[C@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@@H](OC(C)=O)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](OC(C)=O)[C/NC(C)=O)c1ccccc1,1,-0.04868118464946747,-0.0013157076900824904,37
C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[CC@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[CC@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,1,-0.3814985454082489,-0.012306404300034046,31
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C=O)C)c1ccc(OC)cc1,1,-0.5476747155189514,-0.028824985027313232,19
COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC(=O)N[C@H](C)C(=O)OC,COC(=O)[C[C@H](C)NC(C)=O,1,-0.3264540731906891,-0.016322704032063484,20
CC[C@H](Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,CC[C@@H](Oc1ccccc1)C(=O)O,CC[CC@H](Oc1ccccc1)C(=O)O,CC[C]@H](Oc1ccccc1)C(=O)O,CC[C@](Oc1ccccc1)C(=O)O,1,-0.20409826934337616,-0.009277193807065487,22
CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[CC@H]1CCCc2ccccc21,CC(=O)N[C/C=C\c2ccccc21,CC(=O)N[C]1CCCc2ccccc21,2,-1.1891183853149414,-0.054050836712121964,22
CC[C@H](C)OC(=O)c1ccccc1,CC[C@H](C)OC(=O)c1ccccc1,CC[C@@H](C)OC(=O)c1ccccc1,CC[C]@H](C)OC(=O)c1ccccc1,CC[C[C@H](C)OC(=O)c1ccccc1,CC[CO)OC(=O)c1ccccc1.CC[C@@H](C)Cc1ccccc1,1,-0.38744041323661804,-0.01844954304397106,21
CC(=O)N[C@H](C[N+](=O)[O-])C(C)C,CC(=O)N[C@H](C[N+](=O)[O-])C(C)C,CC(=O)N[C@@H](C[N+](=O)[O-])C(C)C,CC(=O)N[CC@H](C[N+](=O)[O-])C(C)C,CC(=O)N[C@H](C[N+](=O)[O+])C(C)C,CC(=O)N[CH](C[N+](=O)[O-])C(C)C,1,-0.16990229487419128,-0.005858699791133404,29
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[C]@@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.06249353289604187,-0.0027171100955456495,23
